 Excitation   ExcitLevel   Seniority    Walkers    Amplitude    Init?   Proc
0000100000000001000000001000000000010000    4    4    10.16815      0.00047  Y     61
0001000100000000001000001000000000000000    3    4    10.16292      0.00047  Y     29
0000000000110000110000000000000000000000    4    0    10.15568      0.00047  Y     16
1000100000000001000000010000000000000000    3    4    10.15568      0.00047  Y     46
0100000100001010000000000000000000000000    3    4   -10.15351      0.00047  Y     16
0010001001000000000000000000000000010000    3    4   -10.14733      0.00047  Y     42
0001000010000000000000000000110000000000    3    2   -10.11510      0.00047  Y     26
0001000010000000110000000000000000000000    3    2   -10.11108      0.00047  Y     23
0000010100000000100000100000000000000000    4    4   -10.09232      0.00046  Y      9
0000000100100010000000000100000000000000    4    4    10.09175      0.00046  Y     18
0000000111000010000000000000000000000000    4    2    10.03456      0.00046  Y     47
0100100000000000010000000000000000001000    3    4    9.985966      0.00046  Y     42
0100000100000000100000000000000000000010    3    4   -9.967308      0.00046  Y     52
0010001000010100000000000000000000000000    3    4   -9.964463      0.00046  Y     55
0100000000100000100000000100000000000000    3    4   -9.918950      0.00046  Y     20
0010001000000000000100000000000000000100    3    4    9.897707      0.00046  Y     28
1000010000000000010000000000000000001000    3    4   -9.877331      0.00045  Y     34
0000100000010001000000000000000000000010    4    4    9.860788      0.00045  Y     25
0001000000000010000100000000000000001000    3    4   -9.846998      0.00045  Y      0
0010001000000001000000000000000001000000    3    4   -9.832466      0.00045  Y     29
0001000000000000110000100000000000000000    3    2    9.827940      0.00045  Y      1
0010000001000000000000001100000000000000    3    2    9.818500      0.00045  Y     33
0001000010001000000100000000000000000000    3    4    9.802166      0.00045  Y      7
1000010001000000000000000000000000100000    3    4    9.798179      0.00045  N     43
0010000000000100100000000000000001000000    3    4    9.757971      0.00045  Y      7
0001001010000000000000000000000000000001    3    4   -9.754665      0.00045  Y     21
0100000110100000000000000000000000000000    3    4   -9.753143      0.00045  Y     26
0100011000000000000000000000000010000000    3    4    9.742541      0.00045  Y     48
1000000000100001000000010000000000000000    3    4    9.720122      0.00045  Y      0
0100100000001000000000000000000000000100    3    4    9.712572      0.00045  N      6
0001000000000010100000000100000000000000    3    4    9.692291      0.00045  Y      7
0100110000000000100000000000000000000000    3    2   -9.669297      0.00045  Y     51
0000000011000000110000000000000000000000    4    0    9.669233      0.00045  Y     28
0000101000000000000000000100000000010000    4    4    9.657989      0.00044  Y     51
0000001100010000000000000000000000001000    4    2   -9.634883      0.00044  Y      0
0000010000000010000000000000100100000000    4    4   -9.616473      0.00044  Y     30
0100100000000000000000000000000010010000    3    4    9.609453      0.00044  Y     12
0010000000010100000000000000000000000010    3    4    9.585288      0.00044  N     42
0001001000001000000000000000000000000100    3    4    9.569389      0.00044  N     63
0000001001010000001000000000000000000000    4    4    9.532721      0.00044  Y     62
0000000000010010010000000000000010000000    4    4   -9.522267      0.00044  Y      6
0000000100010010000000000000000000001000    4    4    9.485737      0.00044  Y     22
0000001000100001000000000100000000000000    4    4   -9.468526      0.00044  Y      6
0100001000001000000000000000000000000001    3    4   -9.454476      0.00044  Y     20
0100000000000010001000000000000000000001    3    4   -9.450373      0.00044  N     48
0001000000000000000011100000000000000000    3    2    9.447459      0.00043  Y     42
1010000000000001000000000000000000000100    2    4   -9.440649      0.00043  N     58
0000011000000000001000000000000001000000    4    4    9.413862      0.00043  Y      5
0000001000000001000000110000000000000000    4    2   -9.393801      0.00043  Y     25
0001000000100001100000000000000000000000    3    4   -9.381568      0.00043  Y     63
0000010000000000000000001011000000000000    4    2   -9.346788      0.00043  Y     25
0000100100000000000000000000000000001001    4    4   -9.334017      0.00043  Y     14
0001100010000000000000000000000000000100    3    4    9.331792      0.00043  Y     17
0100000100000000000010000000001000000000    3    4   -9.328056      0.00043  Y     29
0001000011000000000000100000000000000000    3    2    9.327814      0.00043  Y      6
1000000100000000010000000000000000000010    3    4    9.300686      0.00043  Y     56
0001001000000000010000000000000000001000    3    4   -9.293907      0.00043  N     35
0001001000000000000000000000000010010000    3    4   -9.290091      0.00043  Y      5
0001000000100000100000000000000000010000    3    4   -9.288160      0.00043  Y      3
0000100000010000100100000000000000000000    4    4    9.276829      0.00043  Y     17
0001001000000000000000010000000000100000    3    4   -9.265396      0.00043  Y     42
0000100001000010000100000000000000000000    4    4    9.251024      0.00043  Y     51
0000011000000000000000000000000000100100    4    4   -9.235907      0.00043  Y     35
0010000001000000000000000000110000000000    3    2    9.235279      0.00043  Y      0
0100001000000000001000000000000000010000    3    4   -9.233294      0.00043  Y     48
1000000100100000000000010000000000000000    3    4    9.231322      0.00042  Y     36
0100010000000000100000001000000000000000    3    4   -9.212181      0.00042  Y     50
0100001000000000000010000000000100000000    3    4    9.209010      0.00042  Y     35
0100000010000100000000100000000000000000    3    4    9.189127      0.00042  Y     45
0000001000000001000011000000000000000000    4    2   -9.151937      0.00042  Y     43
0001100001100000000000000000000000000000    3    4   -9.149049      0.00042  Y     16
0000010010000100000000000000000000000010    4    4    9.134081      0.00042  Y     50
0100000010000000100000010000000000000000    3    4   -9.116265      0.00042  Y     52
0000001000001101000000000000000000000000    4    2   -9.114280      0.00042  Y     23
1000000100010000000000000000000010000000    3    4   -9.106880      0.00042  Y     50
0100000001000010000000001000000000000000    3    4   -9.077036      0.00042  Y      4
0000000000000011000011000000000000000000    4    0    9.026592      0.00042  Y     29
0000100000000001000001000010000000000000    4    4   -8.995306      0.00041  Y     56
0000001010000001000000010000000000000000    4    4    8.994885      0.00041  Y     38
0001001000000000000000100000000000010000    3    4    8.989859      0.00041  Y     34
0000000000010010000001000010000000000000    4    4   -8.986278      0.00041  Y     63
0000000000001100110000000000000000000000    4    0    8.954548      0.00041  Y     46
0010000000010110000000000000000000000000    3    4    8.950485      0.00041  Y     42
0000000001011010000000000000000000000000    4    4   -8.947104      0.00041  Y     35
0000001000010000001000000000000001000000    4    4    8.930674      0.00041  N      2
1000000000000111000000000000000000000000    3    2    8.901770      0.00041  Y     48
0001000000110000000000100000000000000000    3    2    8.891571      0.00041  Y      9
0010010000000000000100000000000000000010    3    4   -8.884148      0.00041  Y      2
0100100010000000000000000000000000000001    3    4   -8.861310      0.00041  Y     28
1000001000000000010000000000000000010000    3    4   -8.848520      0.00041  Y     28
0001100000000000000100000000000000000010    3    4   -8.842738      0.00041  Y     38
0000100100000000001000000000000001000000    4    4   -8.823605      0.00041  Y     35
0010000000000101000000000000000000001000    3    4    8.813931      0.00041  Y     59
0100000010000000000100100000000000000000    3    4   -8.806375      0.00041  N     47
0000110000000001000000000000000000100000    4    2    8.744506      0.00040  Y      3
0000000010100101000000000000000000000000    4    4   -8.736206      0.00040  Y     51
0000000000010010000010000001000000000000    4    4    8.733715      0.00040  Y     27
0100000000000010000000000001100000000000    3    4    8.716298      0.00040  Y     44
0100001000000000000100000000000000100000    3    4    8.712714      0.00040  Y     27
0010000000010000000010000000000100000000    3    4    8.695295      0.00040  Y     32
0000010000000000001100001000000000000000    4    2   -8.694104      0.00040  Y     56
0100100001000000000000000000000000000010    3    4   -8.684134      0.00040  Y     33
0000110000000010000000000000000000010000    4    2   -8.669966      0.00040  N     37
0000001000000000000001000110000000000000    4    4   -8.663236      0.00040  Y     10
0100001000100000000000010000000000000000    3    4    8.641470      0.00040  Y     60
0001101000000100000000000000000000000000    3    4   -8.633915      0.00040  N     29
1000010010000000000000000000000000010000    3    4   -8.626217      0.00040  Y     32
0000001000000000110000000000000000010000    4    2    8.600034      0.00040  Y      6
0100001000000000000000100000000000000100    3    4   -8.546017      0.00039  N      9
0000010000100010000000000000000000000001    4    4    8.520972      0.00039  N      3
0000000000000000000011000011000000000000    4    0    8.513011      0.00039  Y     25
1000000000000001000001000000001000000000    3    4   -8.506781      0.00039  Y     35
0000011000000100000000000000000010000000    4    4    8.498153      0.00039  Y     42
0100100000000000000000100000000000010000    3    4   -8.477478      0.00039  Y     41
0000000000100001000010000001000000000000    4    4   -8.445382      0.00039  Y     25
0000000011001000000100000000000000000000    4    2   -8.438275      0.00039  Y     12
0010000000000001000010000000010000000000    3    4   -8.428475      0.00039  Y     16
0000000110000010000000010000000000000000    4    4   -8.417766      0.00039  Y     50
0000100000000001100000010000000000000000    4    4   -8.409182      0.00039  Y     21
0100000000000001000000001000000010000000    3    4    8.407815      0.00039  Y     32
0000100000010100001000000000000000000000    4    4   -8.362730      0.00038  Y     30
0100100000000100000000000000000000001000    3    4    8.359151      0.00038  Y     57
0001000000001010000000000100000000000000    3    4    8.353916      0.00038  Y     35
0010100000000000000000000001010000000000    3    4   -8.344942      0.00038  Y     27
0000100100000000000000001000000000000001    4    4   -8.326783      0.00038  Y     19
0001000000100000001000000000000000000001    3    4   -8.314088      0.00038  Y     35
0000000100000010000011000000000000000000    4    2    8.313221      0.00038  Y     11
0010000001000000011000000000000000000000    3    4    8.310037      0.00038  Y     53
0010010000000000000000000100000010000000    3    4   -8.255131      0.00038  Y     61
0010000001001000010000000000000000000000    3    4   -8.247777      0.00038  Y     25
0010000001000000000000000000000000000011    3    2    8.237295      0.00038  Y     39
0010000000000100000010000001000000000000    3    4    8.219915      0.00038  Y     54
0000010000000000000000000011000000001000    4    2    8.207616      0.00038  Y     25
0001010000000000000000000010100000000000    3    4   -8.205474      0.00038  Y     29
0100001000000000000000000010010000000000    3    4    8.186818      0.00038  Y     16
0000010000100000011000000000000000000000    4    4    8.179538      0.00038  Y     37
1000000000000001000010000000000100000000    3    4   -8.152569      0.00038  Y     35
1000001000000000000001000000000100000000    3    4   -8.127871      0.00037  Y      3
0000100010010000000000000000000001000000    4    4    8.113267      0.00037  N     55
0000010000100000000000000000001100000000    4    2    8.103298      0.00037  Y     34
0001010000100000000000000000000010000000    3    4    8.098204      0.00037  Y     13
1000000100000110000000000000000000000000    3    4   -8.079334      0.00037  Y      7
0000000010010110000000000000000000000000    4    4    8.072430      0.00037  Y     55
0000000100000010001100000000000000000000    4    2    8.065605      0.00037  Y     16
0000000110010000001000000000000000000000    4    4   -8.056697      0.00037  Y      6
0100100001000000000000000000000000100000    3    4   -8.053429      0.00037  Y     33
0000000001000011000000100000000000000000    4    2   -8.030667      0.00037  Y     23
0000000000001100000011000000000000000000    4    0    8.025587      0.00037  Y     55
0010000000001001000000000000000000000100    3    4   -8.019554      0.00037  N     25
0000010000100001000000000000000000000010    4    4   -8.013769      0.00037  Y     17
1001000000000000000000001000000000000001    2    4    8.012514      0.00037  Y     50
0000000101000010000000100000000000000000    4    4    7.993797      0.00037  Y     36
0100001000000000000000011000000000000000    3    4    7.981685      0.00037  Y      5
0000000100100000100000010000000000000000    4    4    7.970344      0.00037  Y     52
0000001000000001000000000000000011000000    4    2   -7.961559      0.00037  Y     36
0000010000000010000000000000000000100100    4    4    7.953711      0.00037  Y     45
0000010010100000000000000000000001000000    4    4   -7.946907      0.00037  Y     45
0000000010010010000100000000000000000000    4    4    7.942684      0.00037  Y     16
1000010010000000000000000000000000000001    3    4   -7.934709      0.00037  Y     48
0000000000110001000000000000000000000010    4    2   -7.896439      0.00036  Y     28
0000010010001001000000000000000000000000    4    4   -7.863954      0.00036  Y     53
0000010000010000101000000000000000000000    4    4    7.842898      0.00036  Y      7
0000001001000000010000001000000000000000    4    4    7.838909      0.00036  Y     24
0010000000010000100000000000000000010000    3    4    7.832659      0.00036  Y     35
0100100000000010000000000000000001000000    3    4    7.797020      0.00036  Y     12
1000100000000000010000000100000000000000    3    4   -7.792744      0.00036  Y     62
0010000000010000000100000000000000000010    3    4    7.774604      0.00036  Y     40
0000101000010000000000000000000000010000    4    4    7.770157      0.00036  Y     11
0111000000000000100000000000000000000000    1    2   -7.768492      0.00036  Y     59
0001000000010000000000001000000010000000    3    4   -7.765397      0.00036  Y     51
0000100000010000000000000000000000110000    4    2   -7.758799      0.00036  Y     11
0000001001100100000000000000000000000000    4    4    7.750408      0.00036  Y      4
0000000000010011000000001000000000000000    4    2    7.735532      0.00036  Y     10
1000000100000000000000010000000000001000    3    4   -7.723411      0.00036  Y     39
1000000000010000000100000000000000001000    3    4   -7.716290      0.00036  Y     43
0100100000000001000000100000000000000000    3    4    7.698329      0.00035  Y      6
0010000000010000000000010000000000001000    3    4   -7.697017      0.00035  N     10
1000100000000000000000000001000100000000    3    4   -7.669940      0.00035  Y     46
0001001000010000001000000000000000000000    3    4    7.666427      0.00035  Y     49
0000011000000000000100000000000010000000    4    4   -7.655778      0.00035  Y     44
0000000010001100000000010000000000000000    4    2    7.655168      0.00035  Y     33
1110000000000000000000000000000001000000    1    2   -7.642078      0.00035  Y     45
0000000000100011000000000000000000000100    4    2    7.628475      0.00035  Y     40
0001000000000001001000001000000000000000    3    4   -7.611014      0.00035  Y      3
0000000110000000001000000000000000000100    4    4    7.584467      0.00035  N     40
0010000000000010000100000000000000000100    3    4   -7.571739      0.00035  Y     52
0000010001100000000000000000000010000000    4    4    7.570146      0.00035  Y      1
0000011010000000010000000000000000000000    4    4   -7.548849      0.00035  Y     59
1000010001000000000000000000000000000010    3    4    7.524043      0.00035  Y     43
1101000000000000000000000000000010000000    1    2   -7.521379      0.00035  N     29
0001000010110000000000000000000000000000    3    2   -7.501821      0.00035  Y     31
1000000001000000010000100000000000000000    3    4   -7.495833      0.00035  Y     58
0000000100000010000000001100000000000000    4    2    7.491851      0.00034  Y     48
0000100100001000000000000000000001000000    4    4    7.490772      0.00034  Y     15
1000000100001001000000000000000000000000    3    4    7.486205      0.00034  Y      4
0001100000000000010000000000000000000010    3    4   -7.455897      0.00034  Y     51
0000100000000011000000000100000000000000    4    2    7.448914      0.00034  Y     57
 
