nodes' data
i      configuration       h_ii      ci
17  74    0.02365421733600595   42.27575936227749
17  75    0.08974845820587435   11.142252691473496
17  76    0   1000.0
17  77    0   1000.0
17  78    0   1000.0
17  79    0.004324102276928533   231.26187494119895
17  80    0   1000.0
17  81    -0.004974222239311479   201.0364539197625
17  82    0   1000.0
17  83    0.04320423351584967   23.145879897004665
17  84    -0.02427371559785571   41.196824440356295
17  85    0   1000.0
17  86    -0.00703857644328439   142.07418333207346
17  87    0.008582824710658833   116.51175850744343
17  88    0.046776071332520895   21.378452091267306
17  89    0   1000.0
17  90    0   1000.0
17  91    0   1000.0
17  92    0   1000.0
17  93    0.00641876443831553   155.79322307431943
17  94    0.01715713298834227   58.28479622320748
17  95    0   1000.0
17  96    0.003054856161028721   327.3476547790226
17  97    -0.01793269960166854   55.76405238545095
17  98    -0.001815366406392842   550.8529828901118
17  99    0   1000.0
18  19    0   1000.0
18  20    0   1000.0
18  21    0.07788208930762262   12.839922617511574
18  22    0.03825634520462777   26.13945463559422
18  23    0   1000.0
18  24    0.0931679452757488   10.733305291216887
18  25    0   1000.0
18  26    0   1000.0
18  27    -0.04507140305061012   22.18701731732452
18  28    -0.04685839642897167   21.34089248051431
18  29    0   1000.0
18  30    0   1000.0
18  31    0.0833277482552379   12.000804305151028
18  32    -0.03964808471187993   25.221899298968296
18  33    -0.04703427455071438   21.261091184084428
18  34    0.0472717096142602   21.154301550759556
18  35    0   1000.0
18  36    -0.04337508429254638   23.054710239994648
18  37    -0.014090586718961275   70.96936557328236
18  38    0   1000.0
18  39    0   1000.0
18  40    0.01832995315463938   54.55551312998834
18  41    0   1000.0
18  42    0   1000.0
18  43    0   1000.0
18  44    0.05940375814153345   16.83395177822643
18  45    -0.008242931743976369   121.31605975395384
18  46    0   1000.0
18  47    0   1000.0
18  48    0.03598576491872704   27.788765981728474
18  49    0   1000.0
18  50    0   1000.0
18  51    -0.05007635163768832   19.96950591039829
18  52    0   1000.0
18  53    -0.02201883371110829   45.4156661120298
18  54    0   1000.0
18  55    0   1000.0
18  56    0.02086451393603684   47.92826725154698
18  57    0   1000.0
18  58    0   1000.0
18  59    0   1000.0
18  60    -0.013020902021422847   76.7995948633001
18  61    0   1000.0
18  62    -0.01448223965158553   69.05009335973246
18  63    0   1000.0
18  64    0   1000.0
18  65    0   1000.0
18  66    0   1000.0
18  67    0   1000.0
18  68    0   1000.0
18  69    0   1000.0
18  70    0.01751391115393038   57.097469046803134
18  71    0   1000.0
18  72    0   1000.0
18  73    0   1000.0
18  74    0   1000.0
18  75    -0.03416132543240954   29.27286887561101
18  76    -0.02925805459404681   34.17862239560766
18  77    0   1000.0
18  78    0   1000.0
18  79    0   1000.0
18  80    0   1000.0
18  81    0.007748831770943193   129.05171122050044
18  82    0   1000.0
18  83    0   1000.0
18  84    0.02346645114922997   42.614027730086235
18  85    -0.01519205083773055   65.82389768710016
18  86    0   1000.0
18  87    0   1000.0
18  88    0   1000.0
18  89    0   1000.0
18  90    0   1000.0
18  91    0   1000.0
18  92    0   1000.0
18  93    0.01032784245438676   96.82564431211372
18  94    0   1000.0
18  95    0   1000.0
18  96    0   1000.0
18  97    0   1000.0
18  98    -0.006426856131991867   155.59707257521436
18  99    0   1000.0
19  20    0.07788208930762262   12.839922617511574
19  21    0   1000.0
19  22    0   1000.0
19  23    0.03825634520462777   26.13945463559422
19  24    0   1000.0
19  25    0.0931679452757488   10.733305291216887
19  26    -0.04685839642897167   21.34089248051431
19  27    0   1000.0
19  28    0   1000.0
19  29    -0.04507140305061012   22.18701731732452
19  30    0.0833277482552379   12.000804305151028
19  31    0   1000.0
19  32    -0.04703427455071438   21.261091184084428
19  33    -0.03964808471187993   25.221899298968296
19  34    0   1000.0
19  35    0.0472717096142602   21.154301550759556
19  36    0   1000.0
19  37    -0.014090586718961275   70.96936557328236
19  38    -0.04337508429254638   23.054710239994648
19  39    0.01832995315463938   54.55551312998834
19  40    0   1000.0
19  41    0   1000.0
19  42    0   1000.0
19  43    0   1000.0
19  44    0   1000.0
19  45    0   1000.0
19  46    0.05940375814153345   16.83395177822643
19  47    -0.008242931743976369   121.31605975395384
19  48    0.03598576491872704   27.788765981728474
19  49    0   1000.0
19  50    0   1000.0
19  51    -0.05007635163768832   19.96950591039829
19  52    -0.02201883371110829   45.4156661120298
19  53    0   1000.0
19  54    0   1000.0
19  55    0.02086451393603684   47.92826725154698
19  56    0   1000.0
19  57    0   1000.0
19  58    0   1000.0
19  59    0   1000.0
19  60    0   1000.0
19  61    -0.01448223965158553   69.05009335973246
19  62    0   1000.0
19  63    -0.013020902021422847   76.7995948633001
19  64    0   1000.0
19  65    0   1000.0
19  66    0   1000.0
19  67    0   1000.0
19  68    0   1000.0
19  69    0   1000.0
19  70    0   1000.0
19  71    0.01751391115393038   57.097469046803134
19  72    0   1000.0
19  73    -0.03416132543240954   29.27286887561101
19  74    0   1000.0
19  75    0   1000.0
19  76    0   1000.0
19  77    -0.02925805459404681   34.17862239560766
19  78    0   1000.0
19  79    0.007748831770943193   129.05171122050044
19  80    0   1000.0
19  81    0   1000.0
19  82    0.02346645114922997   42.614027730086235
19  83    0   1000.0
19  84    0   1000.0
19  85    0   1000.0
19  86    0   1000.0
19  87    0   1000.0
19  88    0   1000.0
19  89    0   1000.0
19  90    0   1000.0
19  91    -0.006426856131991867   155.59707257521436
19  92    -0.02845823086227622   35.13921876730518
19  93    0   1000.0
19  94    0   1000.0
19  95    0   1000.0
19  96    0   1000.0
19  97    0   1000.0
19  98    0   1000.0
19  99    -0.01519205083773055   65.82389768710016
20  21    0   1000.0
20  22    0   1000.0
20  23    0.0931679452757488   10.733305291216887
20  24    0   1000.0
20  25    0.006821066237352277   146.60464584319422
20  26    -0.03025017328057643   33.057661876009746
20  27    0   1000.0
20  28    -0.1111921968501372   8.993436844743535
20  29    0   1000.0
20  30    0.04992151053786057   20.03144514710944
20  31    0   1000.0
20  32    0   1000.0
20  33    0   1000.0
20  34    0   1000.0
20  35    0.05592363459282748   17.88152732348079
20  36    0   1000.0
20  37    0   1000.0
20  38    -0.0684052878380664   14.618752900612995
20  39    0.01851767524111929   54.00245910887654
20  40    0   1000.0
20  41    0   1000.0
20  42    0.0019253477567620844   519.3866907876062
20  43    0.07650668201788562   13.07075373842799
20  44    0   1000.0
20  45    0   1000.0
20  46    -0.03403191216732348   29.384184911013403
20  47    0   1000.0
20  48    0   1000.0
20  49    0   1000.0
20  50    -0.03667114367877384   27.269397670267498
20  51    0   1000.0
20  52    -0.02144695677263203   46.626661796422184
20  53    0   1000.0
20  54    0   1000.0
20  55    0.0163788563145274   61.05432398921769
20  56    0   1000.0
20  57    0   1000.0
20  58    0   1000.0
20  59    0.0010822597158551689   923.99262889484
20  60    0   1000.0
20  61    -0.01387501784894244   72.07197935793793
20  62    0   1000.0
20  63    0   1000.0
20  64    0   1000.0
20  65    0   1000.0
20  66    0   1000.0
20  67    0   1000.0
20  68    0   1000.0
20  69    0   1000.0
20  70    0   1000.0
20  71    0.01489067027395208   67.15614418978022
20  72    0   1000.0
20  73    0   1000.0
20  74    0   1000.0
20  75    0   1000.0
20  76    0   1000.0
20  77    -0.05119792850707074   19.532040243813654
20  78    0   1000.0
20  79    0   1000.0
20  80    -0.02946891412662948   33.93406338974511
20  81    0   1000.0
20  82    0.02089062510788613   47.86836175727953
20  83    0   1000.0
20  84    0   1000.0
20  85    0   1000.0
20  86    0   1000.0
20  87    0   1000.0
20  88    0   1000.0
20  89    0   1000.0
20  90    0   1000.0
20  91    0.0108338644248015   92.30316725311266
20  92    -0.01637107035616928   61.083360968096976
20  93    0   1000.0
20  94    0   1000.0
20  95    0   1000.0
20  96    0   1000.0
20  97    0.04473561753686079   22.353553053694416
20  98    0   1000.0
20  99    0   1000.0
21  22    0.0931679452757488   10.733305291216887
21  23    0   1000.0
21  24    0.006821066237352277   146.60464584319422
21  25    0   1000.0
21  26    -0.1111921968501372   8.993436844743535
21  27    0   1000.0
21  28    -0.03025017328057643   33.057661876009746
21  29    0   1000.0
21  30    0   1000.0
21  31    0.04992151053786057   20.03144514710944
21  32    0   1000.0
21  33    0   1000.0
21  34    0.05592363459282748   17.88152732348079
21  35    0   1000.0
21  36    -0.0684052878380664   14.618752900612995
21  37    0   1000.0
21  38    0   1000.0
21  39    0   1000.0
21  40    0.01851767524111929   54.00245910887654
21  41    0.07650668201788562   13.07075373842799
21  42    0.0019253477567620844   519.3866907876062
21  43    0   1000.0
21  44    -0.03403191216732348   29.384184911013403
21  45    0   1000.0
21  46    0   1000.0
21  47    0   1000.0
21  48    0   1000.0
21  49    0   1000.0
21  50    -0.03667114367877384   27.269397670267498
21  51    0   1000.0
21  52    0   1000.0
21  53    -0.02144695677263203   46.626661796422184
21  54    0   1000.0
21  55    0   1000.0
21  56    0.0163788563145274   61.05432398921769
21  57    0.0010822597158551689   923.99262889484
21  58    0   1000.0
21  59    0   1000.0
21  60    0   1000.0
21  61    0   1000.0
21  62    -0.01387501784894244   72.07197935793793
21  63    0   1000.0
21  64    0   1000.0
21  65    0   1000.0
21  66    0   1000.0
21  67    0   1000.0
21  68    0   1000.0
21  69    0   1000.0
21  70    0.01489067027395208   67.15614418978022
21  71    0   1000.0
21  72    0   1000.0
21  73    0   1000.0
21  74    0   1000.0
21  75    0   1000.0
21  76    -0.05119792850707074   19.532040243813654
21  77    0   1000.0
21  78    0   1000.0
21  79    0   1000.0
21  80    0   1000.0
21  81    0   1000.0
21  82    0   1000.0
21  83    -0.02946891412662948   33.93406338974511
21  84    0.02089062510788613   47.86836175727953
21  85    0   1000.0
21  86    0   1000.0
21  87    0   1000.0
21  88    0   1000.0
21  89    0   1000.0
21  90    0   1000.0
21  91    0   1000.0
21  92    0   1000.0
21  93    0.006667608730256865   149.9788065640552
21  94    0   1000.0
21  95    0   1000.0
21  96    0.04473561753686079   22.353553053694416
21  97    0   1000.0
21  98    0.0108338644248015   92.30316725311266
21  99    0   1000.0
22  23    -0.05158837284993712   19.384212851776713
22  24    0.07788208930762262   12.839922617511574
22  25    -0.03349218075207478   29.857715369521042
22  26    0.05688137325427246   17.5804475663725
22  27    0.04703427455071438   21.261091184084428
22  28    0   1000.0
22  29    0   1000.0
22  30    0   1000.0
22  31    0.1111921968501372   8.993436844743535
22  32    0   1000.0
22  33    -0.04507140305061012   22.18701731732452
22  34    0   1000.0
22  35    -0.03667114367877384   27.269397670267498
22  36    -0.04147883054003292   24.108683561723346
22  37    0.07394866056364807   13.52289537603313
22  38    0.02139939284394426   46.73029778426571
22  39    0   1000.0
22  40    0   1000.0
22  41    0   1000.0
22  42    -0.03403191216732348   29.384184911013403
22  43    0   1000.0
22  44    -0.007413089084727029   134.8965307944661
22  45    0   1000.0
22  46    0   1000.0
22  47    0   1000.0
22  48    0   1000.0
22  49    0   1000.0
22  50    0   1000.0
22  51    0   1000.0
22  52    0.02103242559135701   47.5456335578782
22  53    -0.02096539241070945   47.6976524173802
22  54    -0.01395438805695393   71.66204608317935
22  55    0   1000.0
22  56    0   1000.0
22  57    0   1000.0
22  58    -0.01437726519652639   69.55425710875836
22  59    0   1000.0
22  60    0   1000.0
22  61    0   1000.0
22  62    0   1000.0
22  63    0   1000.0
22  64    -0.01645185240399632   60.7834288470209
22  65    -0.02489564604661236   40.16766619061382
22  66    -0.01647330773682013   60.704262676090316
22  67    0   1000.0
22  68    0.03088679258514062   32.37629796760094
22  69    0   1000.0
22  70    0   1000.0
22  71    0   1000.0
22  72    0   1000.0
22  73    0   1000.0
22  74    0   1000.0
22  75    0   1000.0
22  76    -0.03088679258514062   32.37629796760094
22  77    0   1000.0
22  78    0   1000.0
22  79    0   1000.0
22  80    0.02392981575973118   41.78887167542629
22  81    0   1000.0
22  82    0   1000.0
22  83    -0.04590773784893749   21.782820214112217
22  84    0   1000.0
22  85    0   1000.0
22  86    0   1000.0
22  87    0   1000.0
22  88    0   1000.0
22  89    0   1000.0
22  90    0   1000.0
22  91    -0.008242931743976369   121.31605975395384
22  92    0   1000.0
22  93    0   1000.0
22  94    0   1000.0
22  95    0   1000.0
22  96    0   1000.0
22  97    0   1000.0
22  98    0   1000.0
22  99    0   1000.0
23  24    -0.03349218075207478   29.857715369521042
23  25    0.07788208930762262   12.839922617511574
23  26    0   1000.0
23  27    0   1000.0
23  28    0.05688137325427246   17.5804475663725
23  29    0.04703427455071438   21.261091184084428
23  30    0.1111921968501372   8.993436844743535
23  31    0   1000.0
23  32    -0.04507140305061012   22.18701731732452
23  33    0   1000.0
23  34    -0.03667114367877384   27.269397670267498
23  35    0   1000.0
23  36    0.02139939284394426   46.73029778426571
23  37    0.07394866056364807   13.52289537603313
23  38    -0.04147883054003292   24.108683561723346
23  39    0   1000.0
23  40    0   1000.0
23  41    0   1000.0
23  42    0.03403191216732348   29.384184911013403
23  43    0   1000.0
23  44    0   1000.0
23  45    0   1000.0
23  46    -0.007413089084727029   134.8965307944661
23  47    0   1000.0
23  48    0   1000.0
23  49    0   1000.0
23  50    0   1000.0
23  51    0   1000.0
23  52    -0.02096539241070945   47.6976524173802
23  53    0.02103242559135701   47.5456335578782
23  54    0.01395438805695393   71.66204608317935
23  55    0   1000.0
23  56    0   1000.0
23  57    0   1000.0
23  58    0.01437726519652639   69.55425710875836
23  59    0   1000.0
23  60    0   1000.0
23  61    0   1000.0
23  62    0   1000.0
23  63    0   1000.0
23  64    0.01645185240399632   60.7834288470209
23  65    0.02489564604661236   40.16766619061382
23  66    0.01647330773682013   60.704262676090316
23  67    -0.03088679258514062   32.37629796760094
23  68    0   1000.0
23  69    0   1000.0
23  70    0   1000.0
23  71    0   1000.0
23  72    0   1000.0
23  73    0   1000.0
23  74    0   1000.0
23  75    0   1000.0
23  76    0   1000.0
23  77    0.03088679258514062   32.37629796760094
23  78    0   1000.0
23  79    0   1000.0
23  80    -0.04590773784893749   21.782820214112217
23  81    0   1000.0
23  82    0   1000.0
23  83    0.02392981575973118   41.78887167542629
23  84    0   1000.0
23  85    0   1000.0
23  86    0   1000.0
23  87    0   1000.0
23  88    0   1000.0
23  89    0   1000.0
23  90    0   1000.0
23  91    0   1000.0
23  92    0   1000.0
23  93    0   1000.0
23  94    0   1000.0
23  95    0   1000.0
23  96    0   1000.0
23  97    0   1000.0
23  98    -0.008242931743976369   121.31605975395384
23  99    0   1000.0
24  25    -0.04857122130608574   20.588323149179384
24  26    0.0833277482552379   12.000804305151028
24  27    0   1000.0
24  28    0   1000.0
24  29    0   1000.0
24  30    0   1000.0
24  31    0   1000.0
24  32    -0.04324643473788823   23.12329342432243
24  33    0   1000.0
24  34    0.0011215768693824263   891.601839605189
24  35    0   1000.0
24  36    -0.07723150391223263   12.948083998680374
24  37    -0.0472717096142602   21.154301550759556
24  38    0.02540706184271469   39.35913590444318
24  39    0   1000.0
24  40    0   1000.0
24  41    0.07429389378669506   13.460056392670662
24  42    0.06099390927022291   16.39507963934028
24  43    0   1000.0
24  44    0   1000.0
24  45    0   1000.0
24  46    -0.05007635163768832   19.96950591039829
24  47    0   1000.0
24  48    0   1000.0
24  49    0   1000.0
24  50    0   1000.0
24  51    0   1000.0
24  52    0.02035517458550807   49.12755701500851
24  53    -0.02163944044306184   46.211915813221765
24  54    -0.01031667150813966   96.93048762975721
24  55    0   1000.0
24  56    0   1000.0
24  57    0   1000.0
24  58    -0.02106699187045009   47.46762167799874
24  59    0   1000.0
24  60    0   1000.0
24  61    0   1000.0
24  62    0   1000.0
24  63    0   1000.0
24  64    -0.02092975006651217   47.77887919454953
24  65    -0.02282766977736864   43.806486152669
24  66    -0.01616511223424008   61.861618126093376
24  67    0.0445439010582071   22.44976250942333
24  68    0   1000.0
24  69    0   1000.0
24  70    0   1000.0
24  71    0   1000.0
24  72    0   1000.0
24  73    0.0010822597158551689   923.99262889484
24  74    0   1000.0
24  75    -0.04243975537828989   23.562812534766667
24  76    -0.0445439010582071   22.44976250942333
24  77    0   1000.0
24  78    0   1000.0
24  79    0   1000.0
24  80    0   1000.0
24  81    0   1000.0
24  82    0   1000.0
24  83    0   1000.0
24  84    0   1000.0
24  85    0   1000.0
24  86    0   1000.0
24  87    0   1000.0
24  88    0   1000.0
24  89    0   1000.0
24  90    0   1000.0
24  91    0   1000.0
24  92    0   1000.0
24  93    0   1000.0
24  94    0   1000.0
24  95    0   1000.0
24  96    0   1000.0
24  97    0   1000.0
24  98    0   1000.0
24  99    0   1000.0
25  26    0   1000.0
25  27    0   1000.0
25  28    0.0833277482552379   12.000804305151028
25  29    0   1000.0
25  30    0   1000.0
25  31    0   1000.0
25  32    0   1000.0
25  33    -0.04324643473788823   23.12329342432243
25  34    0   1000.0
25  35    0.0011215768693824263   891.601839605189
25  36    0.02540706184271469   39.35913590444318
25  37    0.0472717096142602   21.154301550759556
25  38    -0.07723150391223263   12.948083998680374
25  39    0   1000.0
25  40    0   1000.0
25  41    0   1000.0
25  42    0.06099390927022291   16.39507963934028
25  43    0.07429389378669506   13.460056392670662
25  44    -0.05007635163768832   19.96950591039829
25  45    0   1000.0
25  46    0   1000.0
25  47    0   1000.0
25  48    0   1000.0
25  49    0   1000.0
25  50    0   1000.0
25  51    0   1000.0
25  52    -0.02163944044306184   46.211915813221765
25  53    0.02035517458550807   49.12755701500851
25  54    0.01031667150813966   96.93048762975721
25  55    0   1000.0
25  56    0   1000.0
25  57    0   1000.0
25  58    0.02106699187045009   47.46762167799874
25  59    0   1000.0
25  60    0   1000.0
25  61    0   1000.0
25  62    0   1000.0
25  63    0   1000.0
25  64    0.02092975006651217   47.77887919454953
25  65    0.02282766977736864   43.806486152669
25  66    0.01616511223424008   61.861618126093376
25  67    0   1000.0
25  68    -0.0445439010582071   22.44976250942333
25  69    0   1000.0
25  70    0   1000.0
25  71    0   1000.0
25  72    0   1000.0
25  73    -0.04243975537828989   23.562812534766667
25  74    0   1000.0
25  75    0.0010822597158551689   923.99262889484
25  76    0   1000.0
25  77    0.0445439010582071   22.44976250942333
25  78    0   1000.0
25  79    0   1000.0
25  80    0   1000.0
25  81    0   1000.0
25  82    0   1000.0
25  83    0   1000.0
25  84    0   1000.0
25  85    0   1000.0
25  86    0   1000.0
25  87    0   1000.0
25  88    0   1000.0
25  89    0   1000.0
25  90    0   1000.0
25  91    0   1000.0
25  92    0   1000.0
25  93    0   1000.0
25  94    0   1000.0
25  95    0   1000.0
25  96    0   1000.0
25  97    0   1000.0
25  98    0   1000.0
25  99    0   1000.0
26  27    0   1000.0
26  28    0   1000.0
26  29    0   1000.0
26  30    0   1000.0
26  31    0.0931679452757488   10.733305291216887
26  32    0   1000.0
26  33    0   1000.0
26  34    0   1000.0
26  35    -0.03403191216732348   29.384184911013403
26  36    0   1000.0
26  37    0   1000.0
26  38    0.02103984850307708   47.52885933821006
26  39    -0.01119801999189191   89.30150158010653
26  40    0   1000.0
26  41    -0.04507140305061012   22.18701731732452
26  42    -0.03667114367877384   27.269397670267498
26  43    0   1000.0
26  44    0   1000.0
26  45    0   1000.0
26  46    0.06633431108318016   15.07515467743452
26  47    0   1000.0
26  48    0   1000.0
26  49    0   1000.0
26  50    -0.007413089084727029   134.8965307944661
26  51    0   1000.0
26  52    0.01719641980989584   58.15163918157783
26  53    0   1000.0
26  54    0   1000.0
26  55    -0.01387501784894244   72.07197935793793
26  56    0   1000.0
26  57    0   1000.0
26  58    0   1000.0
26  59    0   1000.0
26  60    0   1000.0
26  61    0.0163788563145274   61.05432398921769
26  62    0   1000.0
26  63    0   1000.0
26  64    0   1000.0
26  65    0   1000.0
26  66    0   1000.0
26  67    0   1000.0
26  68    0   1000.0
26  69    0   1000.0
26  70    0   1000.0
26  71    -0.01385670595809117   72.16722379939677
26  72    0   1000.0
26  73    0   1000.0
26  74    0   1000.0
26  75    0   1000.0
26  76    0.03598576491872704   27.788765981728474
26  77    0   1000.0
26  78    0   1000.0
26  79    0   1000.0
26  80    0.01214193484098203   82.35919670930475
26  81    0   1000.0
26  82    -0.01637107035616928   61.083360968096976
26  83    0   1000.0
26  84    0   1000.0
26  85    0   1000.0
26  86    0   1000.0
26  87    0   1000.0
26  88    0   1000.0
26  89    0.04352201509414506   22.976877284676284
26  90    0   1000.0
26  91    -0.0297110264528053   33.65753793758884
26  92    0.02089062510788613   47.86836175727953
26  93    0   1000.0
26  94    0   1000.0
26  95    0   1000.0
26  96    0.021782043842639   45.909374125970224
26  97    0   1000.0
26  98    0   1000.0
26  99    0   1000.0
27  28    0   1000.0
27  29    -0.05158837284993712   19.384212851776713
27  30    0   1000.0
27  31    0.08974845820587435   11.142252691473496
27  32    0   1000.0
27  33    0.03143527896727549   31.811392577142776
27  34    0   1000.0
27  35    0   1000.0
27  36    0   1000.0
27  37    0   1000.0
27  38    0   1000.0
27  39    0   1000.0
27  40    0   1000.0
27  41    0.031023692878650956   32.233428944500446
27  42    0   1000.0
27  43    -0.04685839642897167   21.34089248051431
27  44    0   1000.0
27  45    0   1000.0
27  46    0   1000.0
27  47    0   1000.0
27  48    0.0873594932831622   11.44695284299161
27  49    0   1000.0
27  50    0   1000.0
27  51    0   1000.0
27  52    0   1000.0
27  53    0   1000.0
27  54    0   1000.0
27  55    0   1000.0
27  56    0   1000.0
27  57    0.07410723641858206   13.4939588672781
27  58    0   1000.0
27  59    0   1000.0
27  60    -0.04147883054003292   24.108683561723346
27  61    0   1000.0
27  62    0   1000.0
27  63    0.02139939284394426   46.73029778426571
27  64    0   1000.0
27  65    0   1000.0
27  66    0   1000.0
27  67    0   1000.0
27  68    0.08799311652718125   11.364525311375896
27  69    0   1000.0
27  70    0   1000.0
27  71    0   1000.0
27  72    -0.01645185240399632   60.7834288470209
27  73    0.06983755360866867   14.318943724796709
27  74    0   1000.0
27  75    -0.02863365039546249   34.92394389778775
27  76    0.1132347301217369   8.831212817171158
27  77    0   1000.0
27  78    -0.01395438805695393   71.66204608317935
27  79    0   1000.0
27  80    0   1000.0
27  81    0   1000.0
27  82    0   1000.0
27  83    0   1000.0
27  84    0   1000.0
27  85    -0.02096539241070945   47.6976524173802
27  86    0   1000.0
27  87    0   1000.0
27  88    0   1000.0
27  89    0.0477847871520337   20.927162379490486
27  90    0   1000.0
27  91    0   1000.0
27  92    0   1000.0
27  93    0   1000.0
27  94    0   1000.0
27  95    -0.01437726519652639   69.55425710875836
27  96    0   1000.0
27  97    0   1000.0
27  98    0   1000.0
27  99    0.02103242559135701   47.5456335578782
28  29    0   1000.0
28  30    0.0931679452757488   10.733305291216887
28  31    0   1000.0
28  32    0   1000.0
28  33    0   1000.0
28  34    -0.03403191216732348   29.384184911013403
28  35    0   1000.0
28  36    0.02103984850307708   47.52885933821006
28  37    0   1000.0
28  38    0   1000.0
28  39    0   1000.0
28  40    -0.01119801999189191   89.30150158010653
28  41    0   1000.0
28  42    -0.03667114367877384   27.269397670267498
28  43    -0.04507140305061012   22.18701731732452
28  44    0.06633431108318016   15.07515467743452
28  45    0   1000.0
28  46    0   1000.0
28  47    0   1000.0
28  48    0   1000.0
28  49    0   1000.0
28  50    -0.007413089084727029   134.8965307944661
28  51    0   1000.0
28  52    0   1000.0
28  53    0.01719641980989584   58.15163918157783
28  54    0   1000.0
28  55    0   1000.0
28  56    -0.01387501784894244   72.07197935793793
28  57    0   1000.0
28  58    0   1000.0
28  59    0   1000.0
28  60    0   1000.0
28  61    0   1000.0
28  62    0.0163788563145274   61.05432398921769
28  63    0   1000.0
28  64    0   1000.0
28  65    0   1000.0
28  66    0   1000.0
28  67    0   1000.0
28  68    0   1000.0
28  69    0   1000.0
28  70    -0.01385670595809117   72.16722379939677
28  71    0   1000.0
28  72    0   1000.0
28  73    0   1000.0
28  74    0   1000.0
28  75    0   1000.0
28  76    0   1000.0
28  77    0.03598576491872704   27.788765981728474
28  78    0   1000.0
28  79    0   1000.0
28  80    0   1000.0
28  81    0   1000.0
28  82    0   1000.0
28  83    0.01214193484098203   82.35919670930475
28  84    -0.01637107035616928   61.083360968096976
28  85    0   1000.0
28  86    0   1000.0
28  87    0   1000.0
28  88    0   1000.0
28  89    0   1000.0
28  90    0   1000.0
28  91    0   1000.0
28  92    0   1000.0
28  93    -0.02533532279290851   39.47058453424976
28  94    0   1000.0
28  95    0   1000.0
28  96    0   1000.0
28  97    0.021782043842639   45.909374125970224
28  98    -0.0297110264528053   33.65753793758884
28  99    0   1000.0
29  30    0.08974845820587435   11.142252691473496
29  31    0   1000.0
29  32    0.03143527896727549   31.811392577142776
29  33    0   1000.0
29  34    0   1000.0
29  35    0   1000.0
29  36    0   1000.0
29  37    0   1000.0
29  38    0   1000.0
29  39    0   1000.0
29  40    0   1000.0
29  41    -0.04685839642897167   21.34089248051431
29  42    0   1000.0
29  43    0.031023692878650956   32.233428944500446
29  44    0   1000.0
29  45    0   1000.0
29  46    0   1000.0
29  47    0   1000.0
29  48    0.0873594932831622   11.44695284299161
29  49    0   1000.0
29  50    0   1000.0
29  51    0   1000.0
29  52    0   1000.0
29  53    0   1000.0
29  54    0   1000.0
29  55    0   1000.0
29  56    0   1000.0
29  57    0   1000.0
29  58    0   1000.0
29  59    0.07410723641858206   13.4939588672781
29  60    0.02139939284394426   46.73029778426571
29  61    0   1000.0
29  62    0   1000.0
29  63    -0.04147883054003292   24.108683561723346
29  64    0   1000.0
29  65    0   1000.0
29  66    0   1000.0
29  67    0.08799311652718125   11.364525311375896
29  68    0   1000.0
29  69    0   1000.0
29  70    0   1000.0
29  71    0   1000.0
29  72    0.01645185240399632   60.7834288470209
29  73    -0.02863365039546249   34.92394389778775
29  74    0   1000.0
29  75    0.06983755360866867   14.318943724796709
29  76    0   1000.0
29  77    0.1132347301217369   8.831212817171158
29  78    0.01395438805695393   71.66204608317935
29  79    0   1000.0
29  80    0   1000.0
29  81    0   1000.0
29  82    0   1000.0
29  83    0   1000.0
29  84    0   1000.0
29  85    0.02103242559135701   47.5456335578782
29  86    0   1000.0
29  87    0   1000.0
29  88    0   1000.0
29  89    0   1000.0
29  90    0   1000.0
29  91    0   1000.0
29  92    0   1000.0
29  93    0   1000.0
29  94    0   1000.0
29  95    0.01437726519652639   69.55425710875836
29  96    0   1000.0
29  97    0   1000.0
29  98    0   1000.0
29  99    -0.02096539241070945   47.6976524173802
30  31    -0.05158837284993712   19.384212851776713
30  32    -0.07650668201788562   13.07075373842799
30  33    0   1000.0
30  34    0.0019253477567620844   519.3866907876062
30  35    0   1000.0
30  36    0   1000.0
30  37    0   1000.0
30  38    0   1000.0
30  39    0.02341910834426333   42.700173947696726
30  40    -0.0259201428284496   38.58003432382377
30  41    0   1000.0
30  42    0   1000.0
30  43    0   1000.0
30  44    0   1000.0
30  45    0.01532652629505651   65.24635659435398
30  46    -0.03667114367877384   27.269397670267498
30  47    -0.01755219009242914   56.97294723530451
30  48    0   1000.0
30  49    0.01645185240399632   60.7834288470209
30  50    0.03403191216732348   29.384184911013403
30  51    0.043609781664317226   22.93063532620776
30  52    0   1000.0
30  53    0   1000.0
30  54    0   1000.0
30  55    0   1000.0
30  56    0   1000.0
30  57    0   1000.0
30  58    0   1000.0
30  59    0.03994591098617253   25.033851408374563
30  60    0   1000.0
30  61    0   1000.0
30  62    0   1000.0
30  63    0   1000.0
30  64    0   1000.0
30  65    0   1000.0
30  66    0   1000.0
30  67    -0.04551321352340444   21.971641257231067
30  68    0   1000.0
30  69    0.01437726519652639   69.55425710875836
30  70    0   1000.0
30  71    0   1000.0
30  72    0   1000.0
30  73    0   1000.0
30  74    0.01395438805695393   71.66204608317935
30  75    0   1000.0
30  76    0   1000.0
30  77    0.04551321352340444   21.971641257231067
30  78    0   1000.0
30  79    -0.0006757518802099759   1479.8331004114568
30  80    0   1000.0
30  81    0.001412710762303943   707.8589805383327
30  82    0   1000.0
30  83    0   1000.0
30  84    0   1000.0
30  85    0   1000.0
