nodes' data
i      configuration       h_ii      ci
47  75    0   1000.0
47  76    0   1000.0
47  77    0   1000.0
47  78    0   1000.0
47  79    0.006166718721120396   162.16079332029526
47  80    0   1000.0
47  81    0.0004106176195720637   2435.3557965734085
47  82    0   1000.0
47  83    0   1000.0
47  84    0   1000.0
47  85    -0.01077904441467069   92.77260223911517
47  86    -0.000411571711340112   2429.7102362645774
47  87    0.0003503801602741382   2854.042875080592
47  88    0   1000.0
47  89    0   1000.0
47  90    0   1000.0
47  91    0   1000.0
47  92    0   1000.0
47  93    0   1000.0
47  94    -0.004907365226435506   203.7753364296376
47  95    0   1000.0
47  96    0.028008067532933306   35.70399845773541
47  97    0.02559424110273174   39.071289357091636
47  98    0.03825634520462777   26.13945463559422
47  99    0.01610427257588635   62.09532254796438
48  49    0   1000.0
48  50    0   1000.0
48  51    0.08974845820587435   11.142252691473496
48  52    0   1000.0
48  53    0   1000.0
48  54    0   1000.0
48  55    0   1000.0
48  56    0   1000.0
48  57    0   1000.0
48  58    0   1000.0
48  59    0   1000.0
48  60    0.03766896037846466   26.54705598330502
48  61    0   1000.0
48  62    0   1000.0
48  63    0   1000.0
48  64    0   1000.0
48  65    0   1000.0
48  66    0   1000.0
48  67    0.031023692878650956   32.233428944500446
48  68    0.031023692878650956   32.233428944500446
48  69    0   1000.0
48  70    0   1000.0
48  71    0   1000.0
48  72    0.07516527886754226   13.304015032821468
48  73    -0.04804902912364385   20.812075045818613
48  74    0   1000.0
48  75    0   1000.0
48  76    -0.04685839642897167   21.34089248051431
48  77    -0.04685839642897167   21.34089248051431
48  78    0.04789393513376071   20.879470379853885
48  79    0   1000.0
48  80    0   1000.0
48  81    0   1000.0
48  82    0   1000.0
48  83    0   1000.0
48  84    0   1000.0
48  85    0.01780453188771442   56.165475526488024
48  86    0   1000.0
48  87    0   1000.0
48  88    0   1000.0
48  89    0   1000.0
48  90    0   1000.0
48  91    0   1000.0
48  92    0   1000.0
48  93    0   1000.0
48  94    0   1000.0
48  95    0.01422448993183015   70.30129057649367
48  96    0   1000.0
48  97    0   1000.0
48  98    0   1000.0
48  99    -0.01780453188771442   56.165475526488024
49  50    0.04735720216634361   21.11611231777312
49  51    0.07516527886754226   13.304015032821468
49  52    0   1000.0
49  53    0   1000.0
49  54    0   1000.0
49  55    -0.04694307625428071   21.30239600368778
49  56    -0.04694307625428071   21.30239600368778
49  57    -0.0180483958360782   55.406586218650524
49  58    0   1000.0
49  59    -0.0180483958360782   55.406586218650524
49  60    0   1000.0
49  61    -0.0878088825965631   11.388369495538265
49  62    -0.0878088825965631   11.388369495538265
49  63    0   1000.0
49  64    0.1111921968501372   8.993436844743535
49  65    0   1000.0
49  66    0   1000.0
49  67    0   1000.0
49  68    0   1000.0
49  69    0.008314056845903452   120.27822500308325
49  70    0   1000.0
49  71    0   1000.0
49  72    0.08974845820587435   11.142252691473496
49  73    0   1000.0
49  74    0.07905493175215826   12.64943220917649
49  75    0   1000.0
49  76    0   1000.0
49  77    0   1000.0
49  78    0   1000.0
49  79    0.006870094196755184   145.5584117714587
49  80    0   1000.0
49  81    -0.006870094196755184   145.5584117714587
49  82    0   1000.0
49  83    0   1000.0
49  84    0   1000.0
49  85    0   1000.0
49  86    -0.009932544384909828   100.67913731342249
49  87    -0.009932544384909828   100.67913731342249
49  88    -0.009216670756391236   108.4990476964317
49  89    -0.0010113457966486224   988.7814863262201
49  90    -0.009216670756391236   108.4990476964317
49  91    0   1000.0
49  92    0   1000.0
49  93    -0.010429369160936883   95.8830763940634
49  94    0.01040798556185364   96.08007179267283
49  95    0   1000.0
49  96    0.001603392698509918   623.6775313554382
49  97    -0.001603392698509918   623.6775313554382
49  98    0   1000.0
49  99    0   1000.0
50  51    0.09408154263426634   10.629077415188773
50  52    0   1000.0
50  53    0   1000.0
50  54    0   1000.0
50  55    0   1000.0
50  56    0   1000.0
50  57    0   1000.0
50  58    0   1000.0
50  59    0   1000.0
50  60    0   1000.0
50  61    0   1000.0
50  62    0   1000.0
50  63    0   1000.0
50  64    0   1000.0
50  65    0   1000.0
50  66    0   1000.0
50  67    0   1000.0
50  68    0   1000.0
50  69    0.01639589117237631   60.99089030822511
50  70    0   1000.0
50  71    0   1000.0
50  72    0   1000.0
50  73    0   1000.0
50  74    0.07655507450083747   13.06249137004054
50  75    0   1000.0
50  76    0   1000.0
50  77    0   1000.0
50  78    0   1000.0
50  79    0.01715903411268898   58.27833859602315
50  80    0   1000.0
50  81    -0.01715903411268898   58.27833859602315
50  82    0   1000.0
50  83    0   1000.0
50  84    0   1000.0
50  85    0   1000.0
50  86    0.01055054341138901   94.78184781653317
50  87    -0.01055054341138901   94.78184781653317
50  88    0   1000.0
50  89    0   1000.0
50  90    0   1000.0
50  91    0   1000.0
50  92    0   1000.0
50  93    0   1000.0
50  94    0.01254931828765975   79.68560339913765
50  95    0   1000.0
50  96    -0.005306456691340548   188.44966767219088
50  97    -0.005306456691340548   188.44966767219088
50  98    0   1000.0
50  99    0   1000.0
51  52    0   1000.0
51  53    0   1000.0
51  54    0   1000.0
51  55    0   1000.0
51  56    0   1000.0
51  57    0   1000.0
51  58    0   1000.0
51  59    0   1000.0
51  60    0   1000.0
51  61    0   1000.0
51  62    0   1000.0
51  63    0   1000.0
51  64    0   1000.0
51  65    0   1000.0
51  66    0   1000.0
51  67    0   1000.0
51  68    0   1000.0
51  69    0.01422448993183015   70.30129057649367
51  70    0   1000.0
51  71    0   1000.0
51  72    0   1000.0
51  73    0   1000.0
51  74    0.04789393513376071   20.879470379853885
51  75    0   1000.0
51  76    0   1000.0
51  77    0   1000.0
51  78    0   1000.0
51  79    0.006426875884762403   155.59659435324062
51  80    0   1000.0
51  81    -0.006426875884762403   155.59659435324062
51  82    0   1000.0
51  83    0   1000.0
51  84    0   1000.0
51  85    0   1000.0
51  86    0.02447696649358489   40.85473582938015
51  87    -0.02447696649358489   40.85473582938015
51  88    0   1000.0
51  89    0   1000.0
51  90    0   1000.0
51  91    0   1000.0
51  92    0   1000.0
51  93    0   1000.0
51  94    0.01757841108700376   56.887963027519
51  95    0   1000.0
51  96    0.01856005532280522   53.8791497443046
51  97    -0.01856005532280522   53.8791497443046
51  98    0   1000.0
51  99    0   1000.0
52  53    -0.04722117375901298   21.17694077456371
52  54    0.006639605234584021   150.61136387917364
52  55    0.006107652259947368   163.72903325845493
52  56    0   1000.0
52  57    0   1000.0
52  58    -0.000861380839570279   1160.9266819759707
52  59    0   1000.0
52  60    0   1000.0
52  61    -0.002229392082338231   448.5527727142459
52  62    0   1000.0
52  63    0   1000.0
52  64    0.002091795985620144   478.05809308097275
52  65    0.013217117965787659   75.65945939110836
52  66    -0.0008333618305057959   1199.9589654748954
52  67    0   1000.0
52  68    0   1000.0
52  69    0   1000.0
52  70    0   1000.0
52  71    -0.002068326341348167   483.48269806793866
52  72    0   1000.0
52  73    0   1000.0
52  74    0   1000.0
52  75    0   1000.0
52  76    0   1000.0
52  77    0   1000.0
52  78    0   1000.0
52  79    0   1000.0
52  80    0   1000.0
52  81    0   1000.0
52  82    0.012245812403170742   81.66056828872173
52  83    0   1000.0
52  84    0   1000.0
52  85    0   1000.0
52  86    0   1000.0
52  87    0   1000.0
52  88    0.0005618289099912611   1779.901287058287
52  89    0   1000.0
52  90    0   1000.0
52  91    -0.01908557851024125   52.39558232219179
52  92    0.00956417947082127   104.55679999009163
52  93    0   1000.0
52  94    0   1000.0
52  95    0   1000.0
52  96    0   1000.0
52  97    0   1000.0
52  98    0   1000.0
52  99    0.04703427455071438   21.261091184084428
53  54    -0.006639605234584021   150.61136387917364
53  55    0   1000.0
53  56    0.006107652259947368   163.72903325845493
53  57    0   1000.0
53  58    0.000861380839570279   1160.9266819759707
53  59    0   1000.0
53  60    0   1000.0
53  61    0   1000.0
53  62    -0.002229392082338231   448.5527727142459
53  63    0   1000.0
53  64    -0.002091795985620144   478.05809308097275
53  65    0.013217117965787659   75.65945939110836
53  66    0.0008333618305057959   1199.9589654748954
53  67    0   1000.0
53  68    0   1000.0
53  69    0   1000.0
53  70    -0.002068326341348167   483.48269806793866
53  71    0   1000.0
53  72    0   1000.0
53  73    0   1000.0
53  74    0   1000.0
53  75    0   1000.0
53  76    0   1000.0
53  77    0   1000.0
53  78    0   1000.0
53  79    0   1000.0
53  80    0   1000.0
53  81    0   1000.0
53  82    0   1000.0
53  83    0   1000.0
53  84    0.012245812403170742   81.66056828872173
53  85    0.04703427455071438   21.261091184084428
53  86    0   1000.0
53  87    0   1000.0
53  88    0   1000.0
53  89    0   1000.0
53  90    0.0005618289099912611   1779.901287058287
53  91    0   1000.0
53  92    0.01493124308715341   66.97366014088828
53  93    -0.005151561816636507   194.1158886554733
53  94    0   1000.0
53  95    0   1000.0
53  96    0   1000.0
53  97    0   1000.0
53  98    -0.01908557851024125   52.39558232219179
53  99    0   1000.0
54  55    -0.04694307625428071   21.30239600368778
54  56    -0.04694307625428071   21.30239600368778
54  57    0   1000.0
54  58    0.009325818293168947   107.22919625535577
54  59    0   1000.0
54  60    0   1000.0
54  61    -0.0878088825965631   11.388369495538265
54  62    -0.0878088825965631   11.388369495538265
54  63    0   1000.0
54  64    0.07905493175215826   12.64943220917649
54  65    0.01192255537484485   83.87463664961281
54  66    0.006769018761539406   147.73189958962095
54  67    0   1000.0
54  68    0   1000.0
54  69    0   1000.0
54  70    0   1000.0
54  71    0   1000.0
54  72    0   1000.0
54  73    0   1000.0
54  74    0.1111921968501372   8.993436844743535
54  75    0   1000.0
54  76    0   1000.0
54  77    0   1000.0
54  78    0.04703427455071438   21.261091184084428
54  79    0   1000.0
54  80    0   1000.0
54  81    0   1000.0
54  82    0   1000.0
54  83    0   1000.0
54  84    0   1000.0
54  85    0   1000.0
54  86    0   1000.0
54  87    0   1000.0
54  88    0   1000.0
54  89    0   1000.0
54  90    0   1000.0
54  91    0   1000.0
54  92    0   1000.0
54  93    0   1000.0
54  94    0   1000.0
54  95    0   1000.0
54  96    0   1000.0
54  97    0   1000.0
54  98    0   1000.0
54  99    0   1000.0
55  56    0   1000.0
55  57    0   1000.0
55  58    0   1000.0
55  59    0   1000.0
55  60    0   1000.0
55  61    -0.07905493175215826   12.64943220917649
55  62    -0.1111921968501372   8.993436844743535
55  63    -0.01817882497168291   55.00905595150932
55  64    -0.0878088825965631   11.388369495538265
55  65    0   1000.0
55  66    0   1000.0
55  67    0   1000.0
55  68    0   1000.0
55  69    0   1000.0
55  70    0   1000.0
55  71    0.007696551045852996   129.9283268625644
55  72    0   1000.0
55  73    -0.01064015309867402   93.98361007837569
55  74    -0.0878088825965631   11.388369495538265
55  75    0   1000.0
55  76    0   1000.0
55  77    0   1000.0
55  78    0   1000.0
55  79    0   1000.0
55  80    -0.009342477534626826   107.03798818820964
55  81    0   1000.0
55  82    0.01308860671220407   76.40232623596069
55  83    0   1000.0
55  84    0   1000.0
55  85    0   1000.0
55  86    -0.0017973193409618407   556.3841534497966
55  87    0   1000.0
55  88    0   1000.0
55  89    0.0021765122953491794   459.45065513152514
55  90    0.005322616221336256   187.8775321037419
55  91    0.002152107151169407   464.66087873766986
55  92    -0.01168391853779774   85.58772442352944
55  93    0   1000.0
55  94    0   1000.0
55  95    0   1000.0
55  96    0   1000.0
55  97    0   1000.0
55  98    0   1000.0
55  99    0   1000.0
56  57    0   1000.0
56  58    0   1000.0
56  59    0   1000.0
56  60    0.01817882497168291   55.00905595150932
56  61    -0.1111921968501372   8.993436844743535
56  62    -0.07905493175215826   12.64943220917649
56  63    0   1000.0
56  64    -0.0878088825965631   11.388369495538265
56  65    0   1000.0
56  66    0   1000.0
56  67    0   1000.0
56  68    0   1000.0
56  69    0   1000.0
56  70    0.007696551045852996   129.9283268625644
56  71    0   1000.0
56  72    0   1000.0
56  73    0   1000.0
56  74    -0.0878088825965631   11.388369495538265
56  75    0.01064015309867402   93.98361007837569
56  76    0   1000.0
56  77    0   1000.0
56  78    0   1000.0
56  79    0   1000.0
56  80    0   1000.0
56  81    0   1000.0
56  82    0   1000.0
56  83    0.009342477534626826   107.03798818820964
56  84    0.01308860671220407   76.40232623596069
56  85    0   1000.0
56  86    0   1000.0
56  87    -0.0017973193409618407   556.3841534497966
56  88    0.005322616221336256   187.8775321037419
56  89    0   1000.0
56  90    0   1000.0
56  91    0   1000.0
56  92    0   1000.0
56  93    0.009820834201051579   101.82434399441584
56  94    0   1000.0
56  95    0   1000.0
56  96    0   1000.0
56  97    0   1000.0
56  98    0.002152107151169407   464.66087873766986
56  99    0   1000.0
57  58    0   1000.0
57  59    0   1000.0
57  60    -0.0690406614838178   14.484218118831127
57  61    0   1000.0
57  62    0.01015502476267636   98.4734181717987
57  63    0   1000.0
57  64    0   1000.0
57  65    0   1000.0
57  66    0   1000.0
57  67    0   1000.0
57  68    -0.04388604370059012   22.786287294941406
57  69    0   1000.0
57  70    0   1000.0
57  71    0   1000.0
57  72    0.009378414097907978   106.62783596035365
57  73    0.006821066237352277   146.60464584319422
57  74    0   1000.0
57  75    0   1000.0
57  76    0   1000.0
57  77    0   1000.0
57  78    0   1000.0
57  79    -0.003669203584248389   272.53870684442904
57  80    0.0833277482552379   12.000804305151028
57  81    0   1000.0
57  82    0   1000.0
57  83    0   1000.0
57  84    0   1000.0
57  85    -0.00752480950642036   132.89372962156375
57  86    0.04667300428081358   21.425661694785777
57  87    0   1000.0
57  88    0   1000.0
57  89    -0.08974845820587435   11.142252691473496
57  90    0.007152340662136591   139.81436948240577
57  91    0   1000.0
57  92    0   1000.0
57  93    0   1000.0
57  94    0   1000.0
57  95    0   1000.0
57  96    0   1000.0
57  97    0   1000.0
57  98    0   1000.0
57  99    0   1000.0
58  59    0   1000.0
58  60    0   1000.0
58  61    0   1000.0
58  62    0   1000.0
58  63    0   1000.0
58  64    0.008314056845903452   120.27822500308325
58  65    0.01666221420615312   60.01603314106442
58  66    0.01451176279462281   68.9096158855725
58  67    0   1000.0
58  68    0   1000.0
58  69    0.1111921968501372   8.993436844743535
58  70    0   1000.0
58  71    0   1000.0
58  72    0   1000.0
58  73    0   1000.0
58  74    0   1000.0
58  75    0   1000.0
58  76    0   1000.0
58  77    0   1000.0
58  78    0   1000.0
58  79    0   1000.0
58  80    0   1000.0
58  81    0   1000.0
58  82    0   1000.0
58  83    0   1000.0
58  84    0   1000.0
58  85    0   1000.0
58  86    0   1000.0
58  87    0   1000.0
58  88    -0.009216670756391236   108.4990476964317
58  89    0   1000.0
58  90    -0.009216670756391236   108.4990476964317
58  91    0   1000.0
58  92    0   1000.0
58  93    0   1000.0
58  94    0   1000.0
58  95    0.04703427455071438   21.261091184084428
58  96    0   1000.0
58  97    0   1000.0
58  98    0   1000.0
58  99    0   1000.0
59  60    0   1000.0
59  61    0.01015502476267636   98.4734181717987
59  62    0   1000.0
59  63    -0.0690406614838178   14.484218118831127
59  64    0   1000.0
59  65    0   1000.0
59  66    0   1000.0
59  67    -0.04388604370059012   22.786287294941406
59  68    0   1000.0
59  69    0   1000.0
59  70    0   1000.0
59  71    0   1000.0
59  72    0.009378414097907978   106.62783596035365
59  73    0   1000.0
59  74    0   1000.0
59  75    0.006821066237352277   146.60464584319422
59  76    0   1000.0
59  77    0   1000.0
59  78    0   1000.0
59  79    0   1000.0
59  80    0   1000.0
59  81    -0.003669203584248389   272.53870684442904
59  82    0   1000.0
59  83    0.0833277482552379   12.000804305151028
59  84    0   1000.0
59  85    0   1000.0
59  86    0   1000.0
59  87    0.04667300428081358   21.425661694785777
59  88    0.007152340662136591   139.81436948240577
59  89    -0.02402440072909378   41.624347315726816
59  90    0   1000.0
59  91    0   1000.0
59  92    0   1000.0
59  93    0   1000.0
59  94    0   1000.0
59  95    0   1000.0
59  96    0   1000.0
59  97    0   1000.0
59  98    0   1000.0
59  99    -0.00752480950642036   132.89372962156375
60  61    0   1000.0
60  62    0   1000.0
60  63    -0.03887554180648732   25.723114162054607
60  64    0   1000.0
60  65    0   1000.0
60  66    0   1000.0
60  67    0   1000.0
60  68    0   1000.0
60  69    0   1000.0
60  70    0   1000.0
60  71    0   1000.0
60  72    0.03196862121249695   31.280673425136236
60  73    -0.0878088825965631   11.388369495538265
60  74    -0.01064015309867402   93.98361007837569
60  75    0.03169606671396263   31.54965595650655
60  76    0   1000.0
60  77    0   1000.0
60  78    -0.02785911464171903   35.89489518459067
60  79    0.006636153513079012   150.6897027064138
60  80    0   1000.0
60  81    -0.0017690525491928372   565.2743331204426
60  82    0   1000.0
60  83    0   1000.0
60  84    0   1000.0
60  85    0.015028230790263008   66.54143218561119
60  86    0   1000.0
60  87    0   1000.0
60  88    0   1000.0
60  89    0   1000.0
60  90    0   1000.0
60  91    0   1000.0
60  92    0   1000.0
60  93    0   1000.0
60  94    0   1000.0
60  95    0.01700480660836913   58.806902250087184
60  96    0   1000.0
60  97    0   1000.0
60  98    0   1000.0
60  99    0.01226102037383959   81.5592805092816
61  62    0   1000.0
61  63    0   1000.0
61  64    -0.05611281588260047   17.821240732103078
61  65    0   1000.0
61  66    0   1000.0
61  67    0   1000.0
61  68    0   1000.0
61  69    0   1000.0
61  70    0   1000.0
61  71    -0.007623754111971208   131.16897335785646
61  72    0   1000.0
61  73    0   1000.0
61  74    -0.05611281588260047   17.821240732103078
61  75    0   1000.0
61  76    0   1000.0
61  77    0   1000.0
61  78    0   1000.0
61  79    0   1000.0
61  80    0   1000.0
61  81    0   1000.0
61  82    -0.01168391853779774   85.58772442352944
61  83    0   1000.0
61  84    0   1000.0
61  85    0   1000.0
61  86    0   1000.0
61  87    -0.01327805463738845   75.31223716945645
61  88    -0.01122682138602347   89.07240666043937
61  89    0   1000.0
61  90    0   1000.0
61  91    -0.0002329384090842835   4292.980294366879
61  92    0.01308860671220407   76.40232623596069
61  93    0   1000.0
61  94    0   1000.0
61  95    0   1000.0
61  96    0   1000.0
61  97    0   1000.0
61  98    0   1000.0
61  99    0   1000.0
62  63    0   1000.0
62  64    -0.05611281588260047   17.821240732103078
62  65    0   1000.0
62  66    0   1000.0
62  67    0   1000.0
62  68    0   1000.0
62  69    0   1000.0
62  70    -0.007623754111971208   131.16897335785646
62  71    0   1000.0
62  72    0   1000.0
62  73    0   1000.0
62  74    -0.05611281588260047   17.821240732103078
62  75    0   1000.0
62  76    0   1000.0
62  77    0   1000.0
62  78    0   1000.0
62  79    0   1000.0
62  80    0   1000.0
62  81    0   1000.0
62  82    0   1000.0
62  83    0   1000.0
62  84    -0.01168391853779774   85.58772442352944
62  85    0   1000.0
62  86    -0.01327805463738845   75.31223716945645
62  87    0   1000.0
62  88    0   1000.0
62  89    0   1000.0
62  90    -0.01122682138602347   89.07240666043937
62  91    0   1000.0
62  92    0   1000.0
62  93    -0.001871022564761808   534.4670977430493
62  94    0   1000.0
62  95    0   1000.0
62  96    0   1000.0
62  97    0   1000.0
62  98    -0.0002329384090842835   4292.980294366879
62  99    0   1000.0
63  64    0   1000.0
63  65    0   1000.0
63  66    0   1000.0
63  67    0   1000.0
63  68    0   1000.0
63  69    0   1000.0
63  70    0   1000.0
63  71    0   1000.0
63  72    -0.03196862121249695   31.280673425136236
63  73    0.03169606671396263   31.54965595650655
63  74    0.01064015309867402   93.98361007837569
63  75    -0.0878088825965631   11.388369495538265
63  76    0   1000.0
63  77    0   1000.0
63  78    -0.02785911464171903   35.89489518459067
63  79    -0.0017690525491928372   565.2743331204426
63  80    0   1000.0
63  81    0.006636153513079012   150.6897027064138
63  82    0   1000.0
63  83    0   1000.0
63  84    0   1000.0
63  85    0.01226102037383959   81.5592805092816
63  86    0   1000.0
63  87    0   1000.0
63  88    0   1000.0
63  89    0.017942647155813   55.73313632687824
63  90    0   1000.0
63  91    0   1000.0
63  92    0   1000.0
63  93    0   1000.0
63  94    0   1000.0
63  95    -0.01700480660836913   58.806902250087184
63  96    0   1000.0
63  97    0   1000.0
63  98    0   1000.0
63  99    0.015028230790263008   66.54143218561119
64  65    0.01376419733849785   72.65225682307273
64  66    0.00919635969758942   108.73867844274548
64  67    0   1000.0
64  68    0   1000.0
64  69    0   1000.0
64  70    0   1000.0
64  71    0   1000.0
64  72    0.04703427455071438   21.261091184084428
64  73    0.01817882497168291   55.00905595150932
64  74    0   1000.0
64  75    -0.01817882497168291   55.00905595150932
64  76    0   1000.0
64  77    0   1000.0
64  78    0   1000.0
64  79    0   1000.0
64  80    0.01166036756918407   85.76058979845476
64  81    0   1000.0
64  82    0   1000.0
64  83    -0.01166036756918407   85.76058979845476
64  84    0   1000.0
64  85    0   1000.0
64  86    0   1000.0
64  87    0   1000.0
64  88    0.01365320621330603   73.24286943131557
64  89    0   1000.0
64  90    0.01365320621330603   73.24286943131557
64  91    0   1000.0
64  92    0   1000.0
64  93    0.001212781504872346   824.5508329262138
64  94    0   1000.0
64  95    0   1000.0
64  96    0   1000.0
64  97    0   1000.0
64  98    0   1000.0
64  99    0   1000.0
65  66    0.01526909181244885   65.4917798833787
65  67    0   1000.0
65  68    0   1000.0
65  69    0   1000.0
65  70    0   1000.0
65  71    0   1000.0
65  72    0   1000.0
65  73    0   1000.0
65  74    0   1000.0
65  75    0   1000.0
65  76    0   1000.0
65  77    0   1000.0
65  78    0   1000.0
65  79    0   1000.0
65  80    0   1000.0
65  81    0   1000.0
65  82    0.07835194352632996   12.762925270181112
65  83    0   1000.0
65  84    0.07835194352632996   12.762925270181112
65  85    0   1000.0
65  86    0   1000.0
65  87    0   1000.0
65  88    0   1000.0
65  89    0   1000.0
65  90    0   1000.0
65  91    0   1000.0
65  92    0.1210219231168886   8.262965702785548
65  93    -0.010429369160936883   95.8830763940634
65  94    0   1000.0
65  95    0   1000.0
65  96    0   1000.0
65  97    0   1000.0
65  98    0   1000.0
65  99    0   1000.0
66  67    0   1000.0
66  68    0   1000.0
66  69    0   1000.0
66  70    0.07562908278413946   13.222426653701461
66  71    0.07562908278413946   13.222426653701461
66  72    0   1000.0
66  73    0   1000.0
66  74    0   1000.0
66  75    0   1000.0
66  76    0   1000.0
66  77    0   1000.0
66  78    0   1000.0
66  79    0   1000.0
66  80    0   1000.0
66  81    0   1000.0
66  82    0   1000.0
66  83    0   1000.0
66  84    0   1000.0
66  85    0   1000.0
66  86    0   1000.0
66  87    0   1000.0
66  88    0   1000.0
66  89    0   1000.0
66  90    0   1000.0
66  91    0   1000.0
66  92    0   1000.0
66  93    0   1000.0
66  94    0   1000.0
66  95    0   1000.0
66  96    0   1000.0
66  97    0   1000.0
66  98    0   1000.0
66  99    0   1000.0
67  68    0   1000.0
67  69    0   1000.0
67  70    0   1000.0
67  71    0   1000.0
67  72    0   1000.0
67  73    0   1000.0
67  74    0   1000.0
67  75    0   1000.0
67  76    -0.05158837284993712   19.384212851776713
67  77    -0.04857122130608574   20.588323149179384
67  78    0   1000.0
67  79    0   1000.0
67  80    0   1000.0
67  81    0   1000.0
67  82    0   1000.0
67  83    0   1000.0
67  84    0   1000.0
67  85    0   1000.0
67  86    0   1000.0
67  87    0   1000.0
67  88    0   1000.0
67  89    0   1000.0
67  90    0   1000.0
67  91    0   1000.0
67  92    0   1000.0
67  93    0   1000.0
67  94    0   1000.0
67  95    0   1000.0
67  96    0   1000.0
67  97    0   1000.0
67  98    0   1000.0
67  99    0   1000.0
68  69    0   1000.0
68  70    0   1000.0
68  71    0   1000.0
68  72    0   1000.0
68  73    0   1000.0
68  74    0   1000.0
68  75    0   1000.0
68  76    -0.04857122130608574   20.588323149179384
68  77    -0.05158837284993712   19.384212851776713
68  78    0   1000.0
68  79    0   1000.0
68  80    0   1000.0
68  81    0   1000.0
68  82    0   1000.0
68  83    0   1000.0
68  84    0   1000.0
68  85    0   1000.0
68  86    0   1000.0
68  87    0   1000.0
68  88    0   1000.0
68  89    0   1000.0
68  90    0   1000.0
68  91    0   1000.0
68  92    0   1000.0
68  93    0   1000.0
68  94    0   1000.0
68  95    0   1000.0
68  96    0   1000.0
68  97    0   1000.0
68  98    0   1000.0
68  99    0   1000.0
69  70    0   1000.0
69  71    0   1000.0
69  72    0   1000.0
69  73    0   1000.0
69  74    0.009325818293168947   107.22919625535577
69  75    0   1000.0
69  76    0   1000.0
69  77    0   1000.0
69  78    0   1000.0
69  79    -0.002769950354496613   361.0173006807306
69  80    0   1000.0
69  81    0.002769950354496613   361.0173006807306
69  82    0   1000.0
69  83    0   1000.0
69  84    0   1000.0
69  85    0   1000.0
69  86    -0.002065623695562755   484.11528302475335
69  87    0.002065623695562755   484.11528302475335
69  88    0.01365320621330603   73.24286943131557
69  89    0   1000.0
69  90    0.01365320621330603   73.24286943131557
69  91    0   1000.0
69  92    0   1000.0
69  93    0   1000.0
69  94    0.01219051040949356   82.03101973656769
69  95    0.08974845820587435   11.142252691473496
69  96    -0.009087250755026742   110.04428368468162
69  97    0.009087250755026742   110.04428368468162
69  98    0   1000.0
69  99    0   1000.0
70  71    0   1000.0
70  72    0   1000.0
70  73    0   1000.0
70  74    0   1000.0
70  75    0   1000.0
70  76    0   1000.0
70  77    0   1000.0
70  78    0   1000.0
70  79    0   1000.0
70  80    0   1000.0
70  81    0   1000.0
70  82    0   1000.0
70  83    0   1000.0
70  84    0.01503995256175811   66.48957141943964
70  85    0   1000.0
70  86    0   1000.0
70  87    0   1000.0
70  88    0   1000.0
70  89    0   1000.0
70  90    0   1000.0
70  91    0   1000.0
70  92    0   1000.0
70  93    0.0004023251547950116   2485.5517684682413
70  94    0.07562908278413946   13.222426653701461
70  95    0   1000.0
70  96    0   1000.0
70  97    0   1000.0
70  98    0.006560985339953211   152.4161308379225
70  99    0   1000.0
71  72    0   1000.0
71  73    0   1000.0
71  74    0   1000.0
71  75    0   1000.0
71  76    0   1000.0
71  77    0   1000.0
71  78    0   1000.0
71  79    0   1000.0
71  80    0   1000.0
71  81    0   1000.0
71  82    0.01503995256175811   66.48957141943964
71  83    0   1000.0
71  84    0   1000.0
71  85    0   1000.0
71  86    0   1000.0
71  87    0   1000.0
71  88    0   1000.0
71  89    0   1000.0
71  90    0   1000.0
71  91    0.006560985339953211   152.4161308379225
71  92    -0.01431180769669602   69.87237539747386
71  93    0   1000.0
71  94    0.07562908278413946   13.222426653701461
71  95    0   1000.0
71  96    0   1000.0
71  97    0   1000.0
71  98    0   1000.0
71  99    0   1000.0
72  73    0.03783453254069177   26.430880279133373
72  74    0   1000.0
72  75    0.03783453254069177   26.430880279133373
72  76    0   1000.0
72  77    0   1000.0
72  78    0.07905493175215826   12.64943220917649
72  79    0   1000.0
72  80    0   1000.0
72  81    0   1000.0
72  82    0   1000.0
72  83    0   1000.0
72  84    0   1000.0
72  85    -0.002091795985620144   478.05809308097275
72  86    0   1000.0
72  87    0   1000.0
72  88    0   1000.0
72  89    -0.0180483958360782   55.406586218650524
72  90    0   1000.0
72  91    0   1000.0
72  92    0   1000.0
72  93    0   1000.0
72  94    0   1000.0
72  95    0.008314056845903452   120.27822500308325
72  96    0   1000.0
72  97    0   1000.0
72  98    0   1000.0
72  99    0.002091795985620144   478.05809308097275
73  74    0   1000.0
73  75    -0.0485069905164838   20.615585286829468
73  76    0   1000.0
73  77    0   1000.0
73  78    -0.02365421733600595   42.27575936227749
73  79    0   1000.0
73  80    0.07584411414358808   13.184938756180868
73  81    0   1000.0
73  82    0   1000.0
73  83    0   1000.0
73  84    0   1000.0
73  85    0.001212781504872346   824.5508329262138
73  86    0   1000.0
73  87    0   1000.0
73  88    0   1000.0
73  89    -0.07650668201788562   13.07075373842799
73  90    -0.02522395629303771   39.644851441326786
73  91    0   1000.0
73  92    0   1000.0
73  93    0   1000.0
73  94    0   1000.0
73  95    -0.01253668066007288   79.76593064102079
73  96    0   1000.0
73  97    0   1000.0
73  98    0   1000.0
73  99    -0.002242892060947166   445.8529313165892
74  75    0   1000.0
74  76    0   1000.0
74  77    0   1000.0
